"STATION","NAME","DATE","PRCP","SNOW","TMAX","TMIN"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-04","0.00","0.0","91","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-05","0.01","0.0","75","59"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-06","0.00","0.0","69","58"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-07","0.00","0.0","75","55"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-08","0.00","0.0","75","51"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-09","0.00","0.0","78","49"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-10","0.01","0.0","83","55"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-11","0.00","0.0","82","58"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-12","0.06","0.0","87","62"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-13","0.43","0.0","65","59"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-14","0.13","0.0","76","58"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-15","1.63","0.0","90","64"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-16","1.33","0.0","70","65"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-17","0.78","0.0","68","63"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-18","0.71","0.0","68","54"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-19","0.66","0.0","70","54"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-20","0.00","0.0","88","67"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-21","0.00","0.0","79","65"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-22","0.19","0.0","72","64"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-23","0.00","0.0","81","60"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-24","0.00","0.0","85","58"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-25","0.00","0.0","87","55"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-26","0.03","0.0","91","73"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-27","1.04","0.0","86","63"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-28","0.00","0.0","69","60"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-29","0.00","0.0","81","65"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-30","0.01","0.0","81","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-05-31","1.15","0.0","82","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-01","0.71","0.0","86","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-02","0.28","0.0","85","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-03","1.74","0.0","73","55"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-04","0.00","0.0","77","52"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-05","0.04","0.0","79","53"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-06","0.00","0.0","73","57"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-07","0.00","0.0","77","58"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-08","0.00","0.0","82","60"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-09","0.00","0.0","86","65"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-10","0.82","0.0","77","63"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-11","0.80","0.0","65","55"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-12","0.00","0.0","76","50"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-13","0.00","0.0","83","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-14","0.00","0.0","84","62"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-15","0.00","0.0","82","57"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-16","0.00","0.0","86","56"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-17","0.00","0.0","90","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-18","0.00","0.0","94","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-19","0.01","0.0","90","70"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-20","0.08","0.0","84","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-21","0.00","0.0","82","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-22","0.11","0.0","74","65"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-23","0.06","0.0","80","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-24","0.08","0.0","89","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-25","0.00","0.0","83","62"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-26","0.00","0.0","83","58"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-27","0.04","0.0","79","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-28","0.00","0.0","88","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-29","0.00","0.0","93","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-06-30","0.00","0.0","96","68"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-01","0.00","0.0","96","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-02","0.00","0.0","98","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-03","0.03","0.0","99","76"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-04","0.00","0.0","94","74"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-05","0.00","0.0","92","78"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-06","0.00","0.0","88","75"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-07","0.00","0.0","80","62"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-08","0.00","0.0","83","56"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-09","0.00","0.0","91","56"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-10","0.00","0.0","95","65"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-11","0.00","0.0","92","72"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-12","0.00","0.0","90","68"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-13","0.00","0.0","87","64"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-14","0.00","0.0","92","62"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-15","0.02","0.0","87","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-16","0.86","0.0","96","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-17","3.35","0.0","91","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-18","0.00","0.0","88","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-19","0.00","0.0","87","64"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-20","0.00","0.0","86","63"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-21","4.79","0.0","73","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-22","0.50","0.0","80","63"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-23","1.42","0.0","83","75"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-24","4.07","0.0","80","73"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-25","0.39","0.0","82","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-26","0.00","0.0","89","70"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-27","0.97","0.0","89","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-28","0.00","0.0","87","67"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-29","0.00","0.0","86","65"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-30","0.27","0.0","77","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-07-31","0.06","0.0","82","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-01","0.24","0.0","89","72"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-02","0.28","0.0","88","73"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-03","0.33","0.0","85","72"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-04","0.14","0.0","88","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-05","0.08","0.0","92","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-06","0.00","0.0","91","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-07","0.48","0.0","92","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-08","0.00","0.0","91","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-09","0.00","0.0","89","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-10","0.00","0.0","91","70"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-11","0.00","0.0","90","73"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-12","0.07","0.0","86","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-13","0.24","0.0","86","67"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-14","0.02","0.0","84","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-15","0.00","0.0","89","68"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-16","0.00","0.0","92","68"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-17","0.00","0.0","94","74"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-18","0.06","0.0","88","72"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-19","0.00","0.0","82","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-20","0.00","0.0","78","68"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-21","1.02","0.0","79","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-22","0.01","0.0","83","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-23","0.00","0.0","80","61"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-24","0.00","0.0","84","56"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-25","0.00","0.0","80","59"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-26","0.00","0.0","88","61"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-27","0.00","0.0","92","70"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-28","0.00","0.0","95","73"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-29","0.00","0.0","96","74"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-30","0.00","0.0","93","75"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-08-31","0.87","0.0","83","70"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-01","0.01","0.0","83","72"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-02","0.00","0.0","90","73"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-03","0.00","0.0","93","73"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-04","0.00","0.0","94","74"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-05","0.00","0.0","94","73"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-06","0.00","0.0","95","74"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-07","0.44","0.0","87","72"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-08","0.40","0.0","74","60"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-09","2.23","0.0","64","59"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-10","0.04","0.0","72","61"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-11","0.49","0.0","76","67"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-12","0.02","0.0","83","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-13","0.04","0.0","79","73"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-14","0.03","0.0","76","70"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-15","0.00","0.0","81","67"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-16","0.00","0.0","82","66"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-17","0.39","0.0","78","71"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-18","2.22","0.0","82","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-19","0.00","0.0","86","67"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-20","0.00","0.0","81","65"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-21","0.00","0.0","75","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-22","0.04","0.0","78","59"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-23","0.92","0.0","63","59"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-24","0.25","0.0","67","61"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-25","0.20","0.0","79","64"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-26","0.47","0.0","87","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-27","0.70","0.0","70","56"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-28","0.30","0.0","75","57"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-29","0.00","0.0","79","57"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-09-30","0.00","0.0","76","54"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-01","0.00","0.0","83","60"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-02","0.00","0.0","83","63"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-03","0.00","0.0","84","64"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-04","0.19","0.0","88","63"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-05","0.00","0.0","73","63"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-06","0.00","0.0","73","64"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-07","0.00","0.0","84","70"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-08","0.00","0.0","83","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-09","0.00","0.0","81","67"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-10","0.00","0.0","83","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-11","0.77","0.0","83","69"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-12","0.00","0.0","69","49"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-13","0.06","0.0","60","44"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-14","0.03","0.0","56","44"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-15","0.16","0.0","71","55"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-16","0.00","0.0","64","51"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-17","0.00","0.0","67","45"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-18","0.00","0.0","57","39"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-19","0.01","0.0","64","35"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-20","0.05","0.0","68","50"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-21","0.00","0.0","54","37"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-22","0.00","0.0","57","32"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-23","0.00","0.0","70","42"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-24","0.00","0.0","55","37"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-25","0.00","0.0","54","32"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-26","0.80","0.0","49","37"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-27","0.58","0.0","51","47"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-28","0.04","0.0","59","47"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-29","0.00","0.0","61","40"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-30","0.00","0.0","63","35"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-10-31","0.00","0.0","70","39"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-01","0.00","0.0","75","50"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-02","0.75","0.0","73","55"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-03","0.02","0.0","59","38"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-04","0.00","0.0","56","34"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-05","1.23","0.0","57","50"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-06","0.92","0.0","60","51"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-07","0.00","0.0","62","44"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-08","0.00","0.0","59","47"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-09","0.59","0.0","50","45"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-10","0.00","0.0","47","30"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-11","0.00","0.0","48","26"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-12","0.43","0.0","49","28"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-13","0.60","0.0","49","42"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-14","0.00","0.0","47","36"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-15","1.33","1.7","40","31"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-16","0.17","0.0","47","34"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-17","0.00","0.0","49","31"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-18","0.00","0.0","50","28"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-19","0.00","0.0","57","32"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-20","0.00","0.0","52","38"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-21","0.00","0.0","53","28"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-22","0.00","0.0","40","25"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-23","0.00","0.0","33","24"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-24","1.68","0.0","48","28"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-25","0.00","0.0","61","38"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-26","0.42","0.0","51","39"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-27","0.00","0.0","42","34"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-28","0.00","0.0","39","30"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-29","0.00","0.0","42","28"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-11-30","0.00","0.0","43","33"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-01","0.23","0.0","44","29"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-02","0.16","0.0","57","44"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-03","0.00","0.0","58","43"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-04","0.00","0.0","43","29"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-05","0.00","0.0","38","28"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-06","0.00","0.0","43","26"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-07","0.00","0.0","42","25"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-08","0.00","0.0","38","19"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-09","0.00","0.0","33","28"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-10","0.00","0.0","39","25"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-11","0.00","0.0","44","20"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-12","0.00","0.0","46","31"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-13","0.00","0.0","50","35"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-14","0.22","0.0","48","33"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-15","2.24","0.0","53","48"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-16","0.69","0.0","48","36"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2018-12-17","0.00","0.0","55","37"
